Node,Betweenness_Centrality
3943,0.0007209813753228087
1584,0.0007169830678349389
2738,0.0007147266351460871
2054,0.0007120622855846146
1171,0.0006959133080307655
1334,0.000681100865992753
1688,0.000677105584972451
1237,0.0006769833810019467
2081,0.0006737553165498577
3998,0.0006707227600387254
1783,0.0006569021542521335
460,0.0006529664927207373
175,0.0006524275060636596
2869,0.0006509370531310738
25,0.0006508610342003053
2946,0.0006475697922919507
339,0.0006343397309907476
1358,0.0006255177813894044
542,0.000618145376506368
553,0.0006128668378356159
3692,0.0006105829905886211
2126,0.0006104059328498779
2282,0.00059998600675296
1791,0.000592265329023745
3918,0.000591110897233168
609,0.0005830039915067244
1369,0.0005823974935177184
2302,0.0005810767344113952
1909,0.0005780390703466687
1537,0.0005676104554937746
472,0.0005665347827441443
3095,0.00056234542662515
1178,0.0005607568124365833
3053,0.0005573880309254728
1702,0.0005565677477059605
2328,0.0005565209086056264
3546,0.0005552768209800545
2072,0.000553196669434933
432,0.0005495096912694369
1360,0.000546893516392713
2031,0.0005459051063882576
3385,0.0005421699075357608
1964,0.00054129536323359
2247,0.0005369717693286257
1555,0.0005368320482264718
857,0.0005300462419575205
1540,0.0005246350548574842
2176,0.0005211884013936931
2389,0.0005162933202474219
169,0.0005073429982762835
121,0.0005060849559330918
1711,0.0005021231455185153
4023,0.000497575133032958
395,0.0004936741634290609
498,0.0004935292639540247
3789,0.0004927397661522052
757,0.0004926783347690721
3544,0.000492670523157464
233,0.0004925955466663428
81,0.0004925955466663428
145,0.0004925955466663428
3407,0.0004925955466663428
386,0.0004925955466663427
301,0.0004925955466663427
351,0.0004925955466663426
3846,0.0004925955466663426
2132,0.0004911560935620816
2032,0.00047374329888827236
2068,0.00047051783907732183
3596,0.0004652440942046478
3011,0.0004641491649396243
2128,0.000463936826951463
1985,0.0004634942656663685
2598,0.0004561112027408184
917,0.00045491983677552406
772,0.000454906291663155
3342,0.0004467299705741264
465,0.00044600147361964135
3100,0.000444156191195793
2491,0.0004416027146388131
3248,0.0004376229590622211
2292,0.00043518997416707773
3586,0.0004343362795589776
1511,0.00043183660756204663
2472,0.00043110467740740553
277,0.0004296148326153132
2659,0.0004263815333543129
3258,0.0004260039212319818
3539,0.00042133686123661134
1888,0.00042013394078145
520,0.0004194707216833617
3616,0.00041331646797354874
3251,0.0004117977430026518
3090,0.00041104560492376475
387,0.0004101174563342488
3181,0.00040965040785258776
2902,0.0004094397920729836
1574,0.0004081072014931272
3363,0.00040689325421724455
561,0.000405339618406769
1028,0.00040169946137995956
1173,0.00040164563400044167
3662,0.0003979545365485574
3020,0.00039772542856724287
921,0.0003962698377977933
118,0.0003934657895484654
213,0.0003922809252961618
41,0.0003913826402640172
3680,0.0003894094278579297
3154,0.00038930671166822523
19,0.0003892130583037259
1013,0.00038630618365463604
2509,0.000385108557668161
769,0.0003850626710852193
2461,0.0003833059008796746
1472,0.00038297023515394504
2026,0.0003814893510832584
1761,0.0003798588077839419
2071,0.0003788075044104793
1431,0.00037867799553946543
1235,0.00037503458199395796
2597,0.0003739322193397028
2419,0.00037358124553598217
402,0.0003719088225324386
3862,0.0003718192987831805
3741,0.0003710529485137202
492,0.00037071149165676193
3584,0.00036878733354918776
2451,0.00036683807812839544
630,0.0003645462360934823
199,0.0003639549004161317
3324,0.00035942771515093587
3304,0.0003593575939724286
559,0.0003591827575447977
1518,0.0003576095484567392
1312,0.0003575848926011495
400,0.0003575847484188034
2417,0.0003565759785629808
3107,0.000356436519000304
4004,0.0003552822433357767
431,0.0003530729698370902
3609,0.00035249662478498617
946,0.00035242010067233493
2617,0.0003522872892863175
724,0.0003510158889306574
1283,0.0003499877909512505
1327,0.0003497604099728601
2512,0.0003477628426344209
2319,0.00034491724537456705
2344,0.00034458727122095833
1523,0.0003445535637654935
1782,0.00034379075504694214
1911,0.00034119900552876596
504,0.0003406866772066861
3233,0.00034040937830950103
1226,0.00033957215729581527
2174,0.00033939123399932803
2153,0.0003388675679992753
456,0.00033766942307655027
3265,0.0003348295796210404
3760,0.0003318157073313122
436,0.00033138078491593394
3320,0.0003305639171060312
3,0.000330152245307529
3079,0.00032954423504966666
500,0.00032904160293068685
319,0.00032803264193159286
3005,0.00032764836627228647
3439,0.00032742666030633887
147,0.00032680365375663126
2448,0.0003239611135930147
3256,0.00032348736524652043
3487,0.0003230565612790036
2102,0.0003226287986698728
2443,0.0003197847034817492
1612,0.0003194669664157665
315,0.00031836339251760723
1883,0.00031762596757259625
1221,0.000316991332901758
3051,0.00031643239148626903
1408,0.0003154605825569171
2927,0.0003115682179230575
1972,0.00031145867172033444
1549,0.00031012790073693637
2724,0.0003096127288875758
1322,0.00030961240125870423
1128,0.000309340200913442
3097,0.00030819131745786184
3027,0.00030784405862700455
2399,0.0003062978062489167
1800,0.000304499502009098
1109,0.0003042347725030808
3302,0.00030330863191494584
2233,0.0003025936427322899
2294,0.0003020942764829707
2839,0.00030190720805910875
3617,0.0003001915733034414
3779,0.0002999185773074985
3745,0.0002986549780650176
3867,0.0002968110219827735
2501,0.0002960665745856103
2951,0.00029434869015898464
3605,0.00029411672463420635
1485,0.00029405301127763194
272,0.00029375586643535693
2629,0.000292755502682834
1768,0.000292417145530873
332,0.00029215775465302776
3406,0.00029143422004305537
833,0.00029106237959753025
3232,0.0002905374413931658
2780,0.0002895333585334222
2279,0.00028932438078804556
1825,0.00028835805010951463
1204,0.00028786501602732345
2529,0.0002859553379321327
3140,0.0002857099768188887
455,0.0002856709065897856
1630,0.0002847057878298707
1307,0.00028438979186899146
2087,0.00028294640672541817
324,0.0002821834979899992
2730,0.0002819688584137374
2152,0.000281388256215567
580,0.0002813698128970906
1730,0.00028107865980077763
3345,0.00028056732243910424
2236,0.0002801169923723446
1973,0.00028002059192257223
3825,0.00027863848589269565
3291,0.00027798795748955324
2223,0.0002779355071988967
2171,0.00027356858576055586
1995,0.0002719638302661431
771,0.00027178790431650607
1000,0.0002707521305052095
2978,0.0002705615962126779
115,0.00026942470543343176
1345,0.00026905106877169875
1320,0.0002673628721787087
1134,0.0002663294101322033
3080,0.0002657026320965889
3010,0.0002656844121812111
1794,0.0002654685886613311
1037,0.00026530684462463676
3185,0.00026512985391311954
285,0.00026340835512373925
2877,0.0002618650703194741
3150,0.0002616888274466435
2155,0.0002610009721269218
524,0.00026053828284604866
2976,0.0002603054915264439
53,0.0002589456762465576
1583,0.00025843053212163737
361,0.00025835836886707787
1622,0.0002582910829554209
2471,0.0002581491299690621
2062,0.0002581385384202322
2458,0.00025773970591982324
2716,0.000257522870430375
556,0.00025649457407096363
3152,0.0002559547199151833
3564,0.0002558425248418531
1959,0.00025545280852605593
2498,0.00025519481893476926
991,0.0002550410034274078
3105,0.00025455689675186576
3417,0.00025452591924288306
130,0.0002544263500546096
2719,0.00025370719836499803
3179,0.0002532471974204378
1951,0.00025313916331343937
1459,0.00025241404006124367
3116,0.0002522066896830682
2809,0.0002513704807619541
2394,0.0002509772166713243
2706,0.0002506902624323296
2138,0.00025026187324094233
1469,0.0002500142706547193
463,0.0002499820270539635
397,0.0002493402528323815
7,0.0002492466565700698
2934,0.000249172508801224
2800,0.00024876531535613175
391,0.00024875931963073565
2875,0.00024841109368344444
3434,0.0002481946474199793
3301,0.0002475543765812757
307,0.00024736475519309027
1890,0.0002472194224931422
3505,0.0002472053479389627
3664,0.0002470179522843819
3827,0.0002458579369375028
3545,0.0002458387958375516
3131,0.00024566100073481514
230,0.00024558620348095865
1627,0.00024557463008859597
1529,0.00024556134023111703
2863,0.0002454590065770367
3426,0.00024545393000020393
167,0.0002450783543069116
3887,0.00024492368706656724
1620,0.00024453454285624544
174,0.00024400874420039433
3038,0.00024380003991228904
2616,0.00024370121647580948
2861,0.0002435532546573274
3234,0.00024271666038858905
3816,0.0002426461550341504
2187,0.00024261344848786265
2336,0.00024213278036074317
3318,0.00024141347616581725
1785,0.0002407044233503751
2558,0.00024036056152724585
2966,0.00024030092863717084
2149,0.00024010335593010315
3549,0.0002395441820283292
3809,0.00023952249911187102
3536,0.0002394431943526543
1567,0.00023917278935496974
3119,0.0002387198078315388
3195,0.00023862472164510126
3269,0.00023792681924254548
2670,0.00023792160691959036
2937,0.0002376387981873884
1199,0.0002374955530351206
3314,0.00023733784668227928
2959,0.00023733136701386122
1844,0.00023636565217807504
507,0.00023633989275629734
1155,0.0002362530869993112
2702,0.00023488968439727614
438,0.00023463940199135261
1573,0.0002346041303363424
1399,0.00023446183813617848
2778,0.00023388249502640635
3214,0.00023381406252768368
2742,0.00023362635956597093
2510,0.00023334110503495193
1077,0.0002327762300202474
3360,0.00023241552083757053
1604,0.00023221046101570188
3178,0.0002321267547180202
1833,0.00023146936733438265
3593,0.0002312885452021623
2548,0.00023019824727395224
1494,0.00023006719815806022
3295,0.00022981571045311856
2781,0.00022974348312988985
2368,0.00022792515030159896
444,0.00022781509458578723
2538,0.00022773891658742887
3496,0.00022768261696963935
1436,0.0002273207065287268
1492,0.00022719943051656985
3082,0.000226006872353273
1197,0.00022597196094324316
1118,0.00022567817297483881
889,0.00022560476339174786
1880,0.0002252298021753916
3231,0.00022512220043904323
3472,0.00022482349890043228
3685,0.00022478313375291013
2608,0.00022410208155888226
903,0.0002237532961632106
2250,0.0002231465311204396
694,0.00022292461792355891
1330,0.0002224944238264549
2758,0.0002209654537861594
2342,0.0002203253475156383
1052,0.00021966671914668562
2266,0.00021932990199715642
2224,0.00021919757270619797
2145,0.00021917091362016168
144,0.0002184141405963555
3412,0.0002184075301774292
3927,0.00021744655207714506
1827,0.00021715747607501903
271,0.00021705076645929904
2904,0.000217000040258092
1467,0.00021650318286713525
2754,0.00021574470340287352
2183,0.00021470220751411783
156,0.00021439443445023135
3294,0.00021420085463873663
1175,0.00021392613669886555
2364,0.0002137046859406157
3274,0.00021360471327940957
2786,0.0002129131874409593
2890,0.0002123027347536178
2483,0.00021217621023588156
1899,0.0002118434298464844
3187,0.00021166623907612012
1611,0.00021151163872951785
1525,0.00021135389600124396
2567,0.000211086247656944
2463,0.0002103574116129632
3590,0.00020971780696140284
2968,0.00020940635881354458
3299,0.00020930139752998027
3547,0.00020927947527656226
2555,0.00020907588775835674
3792,0.000208818554572666
1618,0.0002087981774903074
1863,0.00020857520233825543
1371,0.00020805223028668403
1114,0.00020798616803784347
3566,0.0002070822349929478
1591,0.00020622744400509627
1742,0.0002058916877858252
2129,0.00020577409475273296
3104,0.00020576455604005579
2127,0.0002049194731389054
2673,0.00020470602647174716
1480,0.00020442947359818183
1435,0.0002044294633462684
2649,0.00020405847430341012
3351,0.00020324474733238166
2936,0.00020302370725647627
1421,0.00020220003821712546
2592,0.00020191540162570103
2956,0.00020175301655277444
3941,0.00020156098154014762
2533,0.0002010884009582466
1374,0.000200956359602025
822,0.0002005089746332325
1427,0.00019981518131547617
1097,0.00019949036535918223
1261,0.00019945034541646997
2614,0.0001982113225755493
3182,0.00019797009898053634
2264,0.00019780804348825312
3930,0.00019776097436372632
1006,0.0001974183015960384
869,0.00019687066162834077
417,0.00019652712245115455
3168,0.00019650132316310348
3859,0.00019647020796750533
3483,0.00019641465740547392
313,0.00019596001315391496
515,0.00019580975011184262
1716,0.00019570615882716043
2961,0.00019551564806005617
2964,0.00019501754109519038
1184,0.00019494812930583776
1770,0.0001947022743373653
3362,0.0001946289728505587
1391,0.00019402406987872054
503,0.00019374594020031332
2880,0.00019345351229617272
2412,0.000193321963170349
1947,0.00019327259614400965
1559,0.00019322260976680912
2001,0.0001931374447218485
3023,0.00019258871994684123
839,0.0001925260320686508
3066,0.00019251174073297845
3957,0.00019202870017434007
2142,0.00019178771559393896
1298,0.0001916153351646916
461,0.00019148299803595738
2886,0.00019126484972319428
378,0.00019051855891568062
1699,0.0001904768038288515
3325,0.00019032581701175036
3336,0.0001902173691774501
116,0.00018996585508760004
3328,0.00018957456970671537
1746,0.00018955673583327968
1714,0.00018854882079534694
3186,0.00018837033388747609
2679,0.00018792594704352945
258,0.00018757991540097404
1032,0.00018729511716319104
915,0.00018676054457175068
1628,0.0001866557945375572
1458,0.00018651859690023187
2883,0.00018546105503540174
2475,0.0001851511928621322
1305,0.00018480121415653293
901,0.00018462785593645757
1894,0.0001841940505417102
188,0.00018397866892338135
3600,0.0001837989374409876
2511,0.00018347582133169417
3378,0.0001834062459497465
2587,0.00018298405572528612
3728,0.00018276729710885254
2867,0.00018275627515628722
3198,0.0001826370268519487
930,0.0001824860588570316
2594,0.0001822918458455811
3330,0.0001821072281008081
2989,0.00018203665043933938
2640,0.00018197015185704898
3727,0.0001814734776660924
2931,0.00018141943228794697
3726,0.00018123155949986025
2789,0.00018122206661953555
2943,0.0001808113300586707
1813,0.00018080410014867365
2042,0.00018076717644847034
3814,0.00018073412337931267
2734,0.00017941183462016306
3162,0.0001792227317138258
2669,0.00017911783474267482
3995,0.00017902819430887777
1676,0.00017897178359123692
9,0.0001781113008033258
2806,0.00017775309170839845
2003,0.0001775603127312113
3455,0.00017754350986428234
2401,0.00017745976601672277
3331,0.000177378756639802
3997,0.00017735604958770085
3994,0.00017716621831826828
3981,0.00017687638593665193
1329,0.00017668731002075622
3002,0.000176626375895285
109,0.00017661269834643904
3793,0.0001763710393286691
2203,0.00017635969425383921
678,0.00017553734674245777
1803,0.00017519321330666343
370,0.0001747556862265806
1626,0.0001747223702250349
2284,0.00017450205246152326
312,0.000174154075439958
1425,0.00017376274342176923
3938,0.00017313037077508388
1468,0.0001721987561773047
924,0.00017213406435332337
2180,0.00017205552843661644
3076,0.00017200877601899393
423,0.00017197839284870668
3698,0.000171673438979883
3799,0.0001715850147502997
1104,0.00017154506248708327
1729,0.00017129242704879983
284,0.00017088055826342184
3427,0.00017081035013052386
2324,0.0001707422956705001
3338,0.0001707376206870886
2335,0.00017042560370872373
936,0.00017041360974772931
1545,0.0001703289146735407
3401,0.00017030534099469257
1080,0.0001702471662496067
3193,0.00016960581632429684
2459,0.00016945900569447335
2455,0.0001692541486351698
1367,0.00016919590053740555
1444,0.00016910629523381702
308,0.00016804527398268433
14,0.00016790439695895282
3638,0.00016761336360695997
3054,0.000167539966926212
3705,0.00016736391417189385
3052,0.0001672268217553182
1211,0.00016719835569381134
1740,0.00016701454302990655
1589,0.00016699372906237687
3087,0.00016677588116662635
1462,0.00016659843539913141
968,0.00016634330090390097
3568,0.0001662295493204098
320,0.00016608350286035473
3970,0.00016604858855273256
3298,0.00016600063660099932
3078,0.00016550840102631708
252,0.00016505812644880175
3826,0.00016492293138771954
3057,0.00016479560833455978
1808,0.0001646502467153798
3652,0.00016452623556337414
2708,0.0001645220693470527
3035,0.0001644535622606235
3665,0.00016431759724490008
1366,0.000164221226862338
3055,0.00016417193298133955
3147,0.00016414739522060902
2817,0.00016414739522060902
722,0.00016411273352926197
3489,0.0001638658602455935
281,0.00016371438641463436
1282,0.00016369728232069295
3369,0.00016313058746880797
1976,0.00016264528294848262
3141,0.00016262342428592297
939,0.000162309160262266
3671,0.00016228323790659472
357,0.00016178107438606044
40,0.00016170243272888593
3129,0.0001616202804170326
1991,0.00016113472201587664
776,0.00016096565082943427
1502,0.0001609586822498815
2795,0.00016087786212544628
200,0.00015996203454846515
239,0.00015991925969483864
1009,0.00015946835598776592
2969,0.00015902710887994334
890,0.0001581040102510231
1087,0.00015770671541231836
1146,0.00015758386992573918
742,0.00015708427962498508
604,0.00015706175721742925
2892,0.00015686657377121134
938,0.0001562169766740139
2755,0.0001562111563456557
2547,0.00015618064463678518
3137,0.0001561495343666142
1636,0.00015611995016782737
992,0.00015603051874071275
1861,0.00015594875609324695
1590,0.00015589465442517113
2785,0.0001556810569564256
2526,0.00015558972509060453
2913,0.0001552201035698118
1893,0.00015512691419905883
1871,0.0001551081785924847
1751,0.00015509860555102653
944,0.00015443112064867132
2833,0.00015425978590942094
3397,0.0001541564359113896
2772,0.00015393807176419783
1551,0.00015379821384319404
3237,0.00015371694025592878
1440,0.0001536137194399801
3921,0.00015324106329388766
2694,0.00015316818456976672
3096,0.00015303463452704408
3471,0.0001527426445141561
3174,0.0001523590228595767
1099,0.00015227452701521086
2837,0.00015225234639953028
729,0.00015220976786482882
2973,0.00015216769359662364
2361,0.00015211365107814685
1066,0.00015205125955648682
1291,0.00015175534148511923
2761,0.00015171921105635523
2643,0.00015152012996204174
1229,0.0001513380873256643
1166,0.0001512928516901477
1259,0.00015123514112307245
1876,0.0001509855504236825
2053,0.00015061346513364513
2851,0.0001504734013997181
1296,0.00014996666551502066
2676,0.0001496717306461491
1258,0.00014945709370855183
1313,0.00014935449104407932
1788,0.00014910582318918112
1437,0.00014877890999054317
1049,0.00014872284053809
2502,0.00014865415226375444
2004,0.0001486431994510062
1111,0.00014821844280101123
1189,0.00014816165756476358
1705,0.00014787924176263393
3033,0.000147559008316228
2889,0.00014740410171701961
2309,0.0001473562909342351
518,0.00014719844140042884
3201,0.00014702585698128022
3136,0.00014689112992064736
2866,0.00014688980036498892
1586,0.00014684606235574466
1046,0.00014684606235574466
1955,0.00014683995329404522
329,0.00014676381659570198
3303,0.00014657534891388587
1860,0.00014652950080457685
1613,0.0001462492767358886
1348,0.0001462177805721646
941,0.00014612515529113714
1256,0.00014591249698771516
323,0.00014582499565729757
514,0.00014577070789573873
546,0.00014573890580902595
2371,0.00014562497870541542
3459,0.00014561309550640333
2225,0.00014555645090795946
3353,0.00014555561184099338
104,0.0001451666805491052
1368,0.00014497536727403078
3468,0.00014490752826718276
2909,0.00014467717736679097
3205,0.0001444534134895246
3240,0.00014439804447324985
1390,0.00014427730381629528
796,0.00014402427286900737
3979,0.00014377956616549358
2148,0.00014347627992213202
2810,0.00014344516374045223
2447,0.0001432922782552604
525,0.00014319119931348705
3386,0.00014314117629192643
310,0.00014302165577946094
549,0.0001426181007691115
1210,0.00014245226859784573
3759,0.00014242882995348864
1067,0.00014235479020084692
1960,0.00014209579314909793
1610,0.00014185431572669047
1895,0.0001417725892684671
1377,0.0001417218712178516
1456,0.000141697075393175
736,0.00014159967861555482
2410,0.0001415791464319257
1238,0.00014130903541384313
2849,0.0001412416504582925
3132,0.00014118126752522573
3850,0.0001406024651493945
1932,0.0001406010994091345
3509,0.0001405622391817195
226,0.00014046133053756575
746,0.00014039953566218318
2916,0.0001403648264182952
1920,0.00014008244279338955
2711,0.0001400323494340073
951,0.00013981103877131485
2703,0.00013972796765528047
1538,0.00013971200988112132
2228,0.00013966242405498593
1736,0.0001394761642386614
3283,0.00013940305336036853
2749,0.00013938417612638381
816,0.00013932504712103346
3008,0.00013930486403414768
1922,0.00013858444869165908
2713,0.00013846336014549531
1473,0.00013829601867124214
2131,0.00013761437480231238
1432,0.00013737247950468208
1213,0.00013724200513346585
2960,0.00013706272566687164
1496,0.00013701274796304943
558,0.0001370109311370343
2144,0.00013679622208417005
2864,0.00013651666340784831
3117,0.0001363724845224877
3279,0.00013635474397930315
2107,0.00013621214568282917
1041,0.00013613779552589246
702,0.00013586898322362077
1919,0.00013559809352673446
369,0.0001352126816106605
1804,0.0001350453393596932
1703,0.00013484720258978425
2100,0.00013483127462355412
2114,0.0001348023522185304
1100,0.0001341965124001104
3829,0.00013412102698359473
2950,0.00013355010954091683
1648,0.00013354876422685686
2807,0.0001334581286253188
1778,0.00013345719450053378
1154,0.00013330311766165246
1495,0.00013323402381142937
1124,0.00013320702576320487
2825,0.0001330477415247661
1732,0.0001328569347905132
388,0.00013282610124191598
1227,0.00013264401030372547
1847,0.00013217847810084924
1156,0.00013216907528607494
2707,0.00013195051406841117
1692,0.00013188522536154354
3366,0.00013139992552689873
1824,0.00013125550529812527
876,0.00013117115358470474
2729,0.0001311619534791304
2508,0.00013100572255088632
962,0.0001309938023688589
2644,0.00013091561868121743
1148,0.0001308440867748871
399,0.00013076572923470295
886,0.00013076257172642004
1137,0.00013074824534831832
564,0.00013072483296681868
393,0.00013072483296681868
476,0.00013072483296681868
3782,0.00013058823811270886
2317,0.00013053963950542552
3558,0.00013028668397962114
2803,0.0001297711695136105
1570,0.0001297134994946354
544,0.0001294255476823475
1383,0.00012931739486604041
3017,0.00012912429743325177
3740,0.00012911237325099296
2611,0.00012905068411345937
3388,0.00012882073067817804
1675,0.00012875725018343445
3077,0.00012861411301095033
2690,0.0001285557182592069
916,0.00012855455236546282
1415,0.00012836736056733827
1563,0.00012832430128879914
2101,0.00012794642267669203
404,0.0001278236014098684
1790,0.00012725006501136085
1076,0.00012718542295540202
2160,0.00012704029129830967
2928,0.00012687275670126077
1033,0.00012665124913698183
1410,0.0001265648732819276
2395,0.0001264928446388293
3146,0.00012616901680757788
1557,0.00012613307490360457
1264,0.00012608402553922134
3644,0.00012566202039449405
2376,0.00012540213066622577
3335,0.00012538902831003048
2693,0.00012533686502827393
1533,0.0001247368057319668
3106,0.0001246480193825654
2327,0.00012444468840666203
1101,0.0001243691071399661
850,0.00012418398507311662
3803,0.0001238659357519653
2231,0.00012372051691786917
3113,0.00012356278052841896
2841,0.0001235624726125193
1501,0.00012353188787018188
3993,0.0001231542908162703
2349,0.0001229525462311693
2267,0.00012276691421117747
3433,0.0001226988366468596
1831,0.0001225966515877445
2278,0.000122532688956807
3262,0.0001225133205187611
2672,0.00012238511736793747
469,0.00012230569265584302
3456,0.00012229934368450818
2650,0.00012226840374140172
49,0.00012225792899784102
52,0.00012213524019418816
205,0.00012213524019418816
3387,0.00012210242524330651
1487,0.00012185906037274092
3355,0.00012165462725049139
3810,0.00012159567720221059
1674,0.00012150766459240434
3086,0.0001210890408532384
1585,0.00012099411564814011
3804,0.00012099298242242047
2560,0.00012085761791417917
2570,0.00012067006548963537
2992,0.00012051075777290775
584,0.00012035242736041766
3592,0.00012034951566534119
1493,0.00012025389213440621
1036,0.00012012930859790244
185,0.00012011467773718153
3145,0.00012009698812805937
955,0.00012008222216290661
1904,0.00012006076799506713
1857,0.00012003094181449116
3611,0.00011965774985134845
3794,0.00011959876281033221
3293,0.00011959814299467215
1122,0.00011959285300809561
240,0.00011954498279277168
1886,0.00011928087274527162
3287,0.0001190749542333835
3177,0.00011901138753774956
1216,0.00011899627103676435
874,0.00011875810119654976
2582,0.00011874200517391033
3059,0.00011863829938816154
867,0.00011861496425895472
887,0.00011857406799107041
3025,0.00011807723214109958
1661,0.00011801276289413825
3108,0.00011772408545968612
789,0.00011767229487156816
1448,0.00011766374787163469
2632,0.00011763365140247209
1482,0.00011762710784227612
1010,0.00011760883040493981
3284,0.00011758999318068936
1357,0.00011755155616033351
3734,0.00011749884093885367
360,0.00011742755941706391
2884,0.00011740924863710723
3084,0.00011736770250915469
3599,0.00011729452429745866
2887,0.00011729450647624982
3475,0.00011721922859300857
1852,0.00011706557706259346
2436,0.00011701199814904948
1707,0.0001166419293782712
3486,0.00011637413286900839
3226,0.00011632161363925288
649,0.0001161950446024483
788,0.00011602667901317382
2743,0.00011597592366205246
2783,0.00011579408300613748
326,0.0001156553698961851
1983,0.00011553911921551396
2986,0.00011547842141289455
3924,0.00011543843542946518
2728,0.00011535023862395966
1158,0.00011523890781059983
20,0.00011518893777314228
3221,0.00011514987792583372
1513,0.00011512271443889362
3693,0.00011502210314781876
629,0.00011440910652512085
3348,0.0001143450636720462
291,0.0001143152169264424
2663,0.00011428494517231225
1132,0.00011416795400679464
3188,0.00011412409051361924
2301,0.00011406952882516
3001,0.00011395728559946329
1879,0.00011379997774953699
1347,0.00011371833010711502
3722,0.00011355481966865882
1544,0.00011352267344135318
2925,0.00011344604890877014
304,0.00011313954980916514
3073,0.00011310633743403235
1014,0.0001129857021738295
953,0.00011274095884766168
2135,0.00011273879346378085
3365,0.00011269642878999066
1192,0.00011228112102814237
82,0.0001122352736519465
2281,0.00011209221139198674
1299,0.00011202904480652601
2487,0.00011185700568804507
1020,0.00011163831506998855
2246,0.00011152964913790651
3176,0.00011149905824931161
1507,0.00011140213973990158
1277,0.00011140014807714606
